,latitude,longitude
J. Scott Cellars,44.0540094,-123.1679395
Quinta do Vallado,41.162005,-7.766782
Vall Llach,41.188326,0.856717
Château Ferrière,45.0432789,-0.6778377999999999
Fuentes,36.30539,-95.3198695
Fuse,45.52244229999999,-122.673051
I Luoghi,40.875816,16.508331
J Vineyards & Winery,38.572962,-122.841943
Kokomo,40.486427,-86.13360329999999
Loup Blanc,47.5192468,-70.5142142
Maritávora,41.094165,-6.819783999999999
Owen Roe,45.2931879,-122.9523848
Pacific Ridge,33.122873,-117.249918
Phoenix Ranch,34.2703501,-118.6766235
2nd Chance,37.96116689999999,-122.3560868
Bergevin Lane,46.0584107,-118.3529953
Hungerford Hill,-32.7778025,151.3361819
Jacopo Biondi-Santi,43.6581,-79.34965299999999
Le Buche,46.8112989,-71.2080316
Leonesse Cellars,33.5239087,-117.0184667
Market Vineyards,47.733966,-122.1413539
Marsiliana,42.540654,11.3496121
Mazzei,35.350622,-118.91887
Brennan,37.09024,-95.712891
Casa de Vilacetinho,41.078948,-8.2504159
Antucura,-33.6643647,-69.1349343
Fullerton,33.8703645,-117.9242123
Gotsa Family Wines,41.6498715,44.6375372
Graffigna,38.1357807,-121.2719758
Coelho,41.9096054,-71.36886129999999
Deltetto,44.7926337,7.999583500000001
Diego Conterno,44.5769374,7.967625199999999
Evans & Tate,37.09024,-95.712891
Falua,24.101738,-110.333668
Fiuza,40.6021849,-111.8915562
Sidewood,-35.0101453,138.7865557
Battaglio,39.9566307,-74.1765889
Bella Grace,38.3938113,-120.8034416
Bodega Calle,-33.022236,-68.875812
Borgogno F.lli Serio e Battista,44.6193116,7.948184899999999
Château les Petits Arnauds,45.130862,-0.6281939999999999
Château Ségonzac,45.1545375,-0.6577098
Covila,42.4880514,-2.5786641
Cuda Ridge Wines,37.654755,-121.766572
Duménil,39.0455045,-76.0662375
Ego Bodegas,38.58021,-1.266145
Ektimo Vineyards,38.4546132,-122.8811751
Folin Cellars,42.505946,-122.992618
Francis Coppola,38.6795519,-122.8878471
Frank Family,38.559106,-122.521703
Real Companhia Velha,41.1326972,-8.6010235
Santos & Seixo,40.0259755,-105.2812259
Travaglini,45.61181269999999,-73.5893578
Yorkville Cellars,38.906269,-123.231222
Agustí Torelló Mata,40.7437839,-73.9893618
Amalie Robert,44.875404,-123.3014274
Bersano,38.9754352,-94.39535769999999
Cantine di Marzo,41.010902,14.8204508
Carica,37.906004,-122.363875
Ignacio Marín,38.0757824,-122.5367899
Château de Bel,45.5683903,-72.00512950000001
Vranken,40.7472661,-73.98444359999999
Fabiano,43.594363,-83.9866612
Kono,40.762002,-73.814731
Santa Ema,37.3518379,-121.9698463
One Hope,26.2254675,-80.1350375
Pommery,40.7472661,-73.98444359999999
Saddleback,33.5540319,-117.6641121
Alexander Valley Vineyards,38.65649,-122.786907
Covington,39.0836712,-84.5085536
Kendall-Jackson,38.5069448,-122.7728944
Ledgewood Creek,38.2279292,-122.0549797
X,36.1379319,-95.8927595
Yvon Mau,44.587649,-0.089117
Breggo,39.0455122,-123.4077778
Byzantium,36.4060111,-105.575247
Quinta de la Rosa,41.182311,-7.552530999999999
Sieber Rd,45.6029693,-79.50788290000001
Lachini,45.3480268,-123.0534539
Mauro,34.083476,-118.366486
Dancing Bull,37.780754,-122.464672
Domaine de Mirail,43.9463546,0.5808873
Domaine des Terrisses,43.92729,1.8651564
Benanti,38.892218,-94.739819
Caruso & Minini,41.67751,-85.0294376
The Four Graces,45.28578359999999,-123.0047975
Arcane Cellars,45.099497,-123.049413
Benton-Lane,44.2871218,-123.2967974
Château Puy-Servain,44.8742637,0.2137224
Domaine Philippe Portier,40.74492619999999,-73.984681
Nick Faldo,28.3954772,-81.453605
Tarapaca,-20.2028799,-69.2877535
Hunt Country Vineyards,42.5975311,-77.172017
Antichi Vinai 1877,37.871432,15.039459
Brecon Estate,35.5978941,-120.8316768
Callaway,37.09024,-95.712891
Casa di Grazia,37.033171,14.3307525
Ruhlmann,40.75917889999999,-73.97805009999999
Spring Mountain Vineyard,38.5070904,-122.4921781
Stanton Vineyard,38.5026543,-122.4580151
Cusumano,41.3679869,-75.7375741
Dalton,37.022501,-95.6182247
Dragonette,34.6657398,-120.1141162
Gorka Izagirre,43.2606907,-2.8143012
Grgich Hills,38.4653981,-122.4289932
Omaka Springs,-41.545982,173.8201129
Ventana,36.229167,-121.7603537
Vieil Armand,47.8605556,7.160555599999999
WildAire,42.0566175,-72.05753349999999
Mills Reef,36.3542163,-86.2063783
Pazo Torrado,42.5175614,-8.8143146
Sur de los Andes,-32.8664682,-68.86466399999999
Babich,32.8362375,-96.7633039
Setzer,30.232194,-81.593096
Tenuta Luisa,45.91846,13.47841
Honeywood Winery,44.9262902,-123.028373
I Clivi,45.998705,13.456943
Little Black Dress,36.1127691,-95.97588119999999
Marqués de Vizhoja,42.1332617,-8.2624025
Estancia,36.0517894,-95.86807979999999
Finca La Emperatriz,42.496909,-2.940731
Graf Hardegg,48.7193105,16.1754914
Botalcura,-35.2798359,-71.7760996
Bridgeway,34.821892,-92.35432899999999
Calatrasi,37.83509,13.11725
Château Bélingard,44.7997879,0.4332303
Colutta,45.9935852,13.3791375
Ormonde,40.7767432,-73.98165709999999
Principe di Corleone,37.8618142,13.2298517
Sandeman,41.7200589,-87.75085059999999
Scott Harvey,38.5184676,-120.8222519
Trisaetum,45.3496737,-123.0757244
Bergström,45.3494203,-123.0507672
Mauro Veglio,44.6398308,7.9483712
Poças,40.830163,-74.04517799999999
Quinta do Vesuvio,41.1414209,-7.264220900000001
Schild Estate,-34.59126510000001,138.8609345
Shafer,37.0419051,-95.66284449999999
Alphonse Mellot,47.3322829,2.8405604
Ascheri,40.7464638,-73.98426599999999
Big Table Farm,45.412962,-123.1985101
Horsepower,39.1026454,-94.56536640000002
Château de Parnay,47.230995,0.011985
Tres Sabores,38.4615461,-122.4445343
Williams Selyem,38.5204049,-122.8667194
Cayuse,45.5161782,-122.6749798
Chappellet,38.481789,-122.33546
Churchill's,39.04263400000001,-95.726868
Dion,36.0728549,-95.905311
Domaine Bernard Fleuriet et Fils,47.3336332,2.7713266
Drouhin Oregon Roserock,45.2655399,-123.0556336
Santa Alicia,38.342627,-122.698924
Rutherford Ranch,38.4885429,-122.4071289
Weixelbaum,27.9033535,-82.2149922
Landmark,37.1767504,-95.66506439999999
Mercer,32.8288186,-83.64977689999999
Michel Gassier,43.791795,4.372885
Nada Fiorenzo,44.698586,8.069050299999999
Barrage Cellars,47.7692774,-122.1516727
Bonny Doon,37.0416156,-122.1505224
Castellroig,39.9673566,-74.98576709999999
Château d'Or et de Gueules,43.682832,4.379167
Citille di Sopra,43.0990578,11.5735907
Cookies & Cream,37.033957,-95.641268
Daou,35.641263,-120.784292
Dei,39.2947087,-84.53766999999999
Domaine de Gensac,43.9813845,0.4316708
Domaine Rolet Père et Fils,46.9157471,5.7519748
Domaine Rotier,43.8736,1.984388
Three Brothers,38.9446902,-76.9314571
Wilridge,47.613463,-122.2890215
Belden Barns,38.367125,-122.604111
Château du Retout,45.101311,-0.7271597999999999
Château la Gravette Lacombe,34.0522342,-118.2436849
Château Méric,44.1028678,-69.109208
Chasing Venus,28.5900678,-81.3598047
Château les Joyeuses,46.8594883,-71.3695391
Château Monfort Bellevue,45.4682645,9.2071573
Château Vrai Caillou,44.7405401,0.0148055
Concha y Toro,40.706877,-74.0112654
Experience,28.4954215,-81.4331424
Cantine Grasso,41.9212008,-72.671174
Madrigal,38.553413,-122.520829
Millbrook,41.7850937,-73.6940175
Santa Rita,30.3067329,-97.7443809
Scotto Family Cellars,38.1315279,-121.2522996
Spicy Vines,38.6132703,-122.8719066
Les Vignerons Réunis de Monségur,44.6570383,0.07306
Nugnes,41.2760673,16.4183104
Château les Lattes,38.7100982,-121.0859549
Ports of New York,42.4386655,-76.5150761
Whitman Cellars,46.0683326,-118.3560841
Winkler-Hermaden,46.8896169,15.9790468
Fire Block,37.5455735,-97.2689331
Palivou,37.807294,22.6946425
Felsner,42.5275884,-82.9657136
Bisol,33.6552877,-117.8599941
Carmina,40.754585,-73.977307
Col Saliz,28.709997,-106.0940594
Ghost Pines,40.547301,-79.699439
Wellington,-41.2864603,174.776236
Zonin,25.9287387,-80.13646899999999
Lost River,44.037235,-71.784092
Toffoli,46.49381270000001,-81.0013654
Trapiche,29.0523216,-111.0028134
Louis Guntrum,49.86614729999999,8.350316399999999
Pali,34.2256512,-117.1331365
Schloss Halbturn,47.8746513,16.9737106
Zolo,40.0150614,-105.2604603
Bailly-Lapierre,47.7211584,3.6294727
Balo,38.8314516,-77.1884812
Boasso,41.67656059999999,-87.6025451
Broccardo,36.0868434,-94.1096458
Casa Agricola Santos Jorge,38.7482193,-9.139172799999999
Cave des Vignerons de Buxy,46.7130719,4.7052632
Chamlija,41.3029524,27.5462128
Château de Fuissé,46.2839997,4.7405646
Château de Santenay,46.914614,4.694716
Chime,34.1655378,-118.562994
Christophe Cordier,46.274533,4.753646
Famille Laplace,43.5686384,-0.1188755
Altos Las Hormigas,40.7437362,-73.99133139999999
Aubichon Cellars,45.2725028,-123.0161155
Blue Fish,32.89039959999999,-96.9586808
Bouchard Père & Fils,47.0245233,4.8435094
Cambridge & Sunset,52.205337,0.121817
Cascina Chicco,44.79251490000001,7.9840605
Quinta da Foz,41.1906183,-7.5495701
Tamber Bey,38.5950541,-122.6034544
Tantara,38.128595,-92.718113
Westerly,41.3775987,-71.82728709999999
Aesthete,41.9031113,-87.67195149999999
Bacalhôa Wines of Portugal,38.5238656,-9.0165037
Barton,38.4037674,-98.7331466
Bava,39.05087899999999,-76.663458
Bucci,42.435802,-82.908614
Château Tour Grand Faurie,44.9137475,-0.1546162
Hecho por Ruben,34.665311,-120.114214
J. Portugal Ramos,38.8402416,-7.628929299999999
Judd's Hill,38.3393428,-122.2797042
Longboard,39.2077449,-94.57542000000001
Piro,40.7455136,-73.9927108
Point & Line,36.565753,-95.6086725
Secret Spot Wines,41.2459824,-7.496077
White Hart Wine,37.4122878,-79.139695
Balletto,38.42292399999999,-122.814177
Bien Nacido,34.8935975,-120.2996262
Bodega de Edgar,35.6509177,-120.741403
Agricoltori del Chianti Geografico,43.4599385,11.1013927
Barrière Frères,44.9876881,-0.6152908000000001
Castellare di Castellina,43.464257,11.269676
Dr. Wehrheim,38.4090966,-82.42688419999999
Erba,34.0281344,-118.4522622
Mulderbosch,33.8155436,-84.36616529999999
Provenance Vineyards,38.46858,-122.434135
Rietvallei Estate Wine,-33.8267633,19.9772752
Sol Duc,47.94170339999999,-123.7695978
Horan Estates,47.5210049,-120.466161
Lamole di Lamole,43.546223,11.356204
Leo,42.433356,-83.648796
Villa Wolf,42.06489699999999,-87.908582
Washington Hills,35.0847953,-85.1680097
Guardian Peak,36.1594247,-114.5602569
Cameron Hughes,37.7667656,-122.4024757
Caparzo,43.0959954,11.5017201
Venta Morales,29.093977,-110.997513
Firriato,37.989988,12.552778
Fondo Antico,37.9150934,12.5323722
Hannah Nicole Vineyards,37.9225005,-121.6575348
Hosmer,44.695091,-75.4950829
Ancient Oak Cellars,38.4890768,-122.7353724
Barkan,26.154961,-80.117031
Black Star Farms,44.9337885,-85.6361776
Cosentino,38.9449512,-94.7661838
Lusco,37.709531,-97.326803
Markham,43.8561002,-79.3370188
Michael David,38.11612969999999,-121.3720024
Maggiovini,36.960977,14.523636
La Merika,45.75360449999999,-73.4601122
Masseria del Feudo Grottarossa,37.4070073,13.9018891
Napa Family Vineyards,38.2586755,-122.2716831
Petroni,38.34229,-122.477253
Bodegas Fontana,39.9297539,-3.0120257
Bodegas Peñafiel,32.4897883,-116.947965
Brotherhood,37.3425231,-95.2645159
Cave de Lugny,46.4805876,4.8158278
Dashwood,40.7260948,-73.9935192
Feudi di San Gregorio,40.9110653,14.8676586
Ghost Waltz,38.256457,-122.61041
Griesbauerhof,46.4975457,11.3780541
Cantina Produttori San Michele Appiano,46.4524048,11.2689837
Cembra,41.823723,-74.257335
Cliff Lede,38.4240652,-122.3447816
Clos Figueras,41.19220199999999,0.7775179999999999
Consilience,34.5958297,-120.1425266
Domaines Landron,47.1515156,-1.3845914
Cave du Vin Blanc de Morgex et de la Salle,45.7520769,7.0488581
Cedar Creek,29.8035077,-95.417627
Colterenzio,46.4574379,11.2945397
Demetria,34.7619541,-120.1159724
Domaine de l'Ermitage,47.1043189,2.313629
Domaine de Rome,47.395633,2.8169211
Domdechant Werner,50.0103083,8.3478596
Dr. Fischer,37.09024,-95.712891
Osborne,37.2490624,-97.54638849999999
Pinord,41.3430928,1.7031186
Quintas de Melgaço,42.092949,-8.298418
Rosenblum,38.647948,-90.33786959999999
Summers,37.09024,-95.712891
Tramin,46.3408096,11.2421663
Viszlay Vineyards,38.5887922,-122.8332625
Yealands,-41.6486109,174.1315263
Zahel,38.00825,-122.5760652
Albet I Noya,41.3845846,1.8067246
Allram,48.4726459,15.733225
Alta Alella,41.4868684,2.28694
Ampelos,34.6425561,-120.4378408
Ascencion,32.7970216,-96.8199707
Baigorri,42.566226,-2.686522
Challen,33.9270786,-117.4578412
Château Coutinel,41.138409,-73.34529100000002
Château Grand Boise,43.43339,5.714939999999999
Château le Payral,44.805806,0.283662
Clos Fardet,43.554939,-0.086184
Crux,44.050746,-121.30788
Damiani,42.4614468,-76.8652378
Di Meo,41.7936404,-71.39613539999999
Domaine Clos Gautier,43.457215,6.164359
Domaine Harmonie des Arpents,45.5931501,-73.4301747
Domäne Wachau,48.3920438,15.5273688
Doren,47.492555,9.8801349
Écluse,35.6104169,-120.7184613
Grizzly Peak,37.88224719999999,-122.2336459
Villa Mottura,47.0184922,8.301250999999999
14 Hands,46.2112241,-119.7465236
Barraco,26.6359233,-81.8777774
Capolino Perlingieri,41.217547,14.5714
Château Bois Noir,45.532715,-73.659358
Chateau le Grand Verdus,44.7943153,-0.3959353
Flying Trout,46.0154499,-118.3872282
Horeau-Beylot,44.9121722,-0.2481016
Burgo Viejo,39.141235,-78.13156699999999
Toad Hollow,30.474586,-90.095592
Penumbra,37.7280495,-122.2357861
Tablas Creek,35.63652800000001,-120.858921
Torre Quarto,41.2951405,15.9304199
Château de Ferrand,44.8839286,-0.1187273
Saint André de Figuière,43.1474599,6.2555989
Gainey,34.6080746,-120.0651244
Bonterra,25.9091945,-80.3552642
Chaddsford,39.8653481,-75.5684254
Di Lenardo,45.8997343,13.2750437
Lavender Ridge,39.5085499,-119.8901753
Mas de la Dame,43.738451,4.824186300000001
Montevina,38.509501,-120.801595
Substance,36.8732692,-94.8476251
Stevenot,38.1378361,-120.4653131
Stonehouse,36.3997612,-93.7406462
Renato Keber,45.9765723,13.5028572
S.A. Prüm,49.94092,7.047339999999999
Schmidt,36.669783,-95.933252
Tercic,45.96973089999999,13.5893683
Apriori,33.9128285,-84.2616644
Bodega Norton,-33.0884808,-68.8875281
Bouchaine,38.226196,-122.331612
Brys,44.8866496,-85.50980310000001
Bulas,38.9271809,-77.0146728
C. von Nell-Breuning,49.7621809,6.7262505
Caldaro,46.4130306,11.2403375
Casa da Passarella,40.4967838,-7.670687699999999
Chateau Grand Traverse,44.8649348,-85.5198472
Manincor,46.3913191,11.2556871
Mario Schiopetto,45.95167559999999,13.5071621
Martin Ray,38.4687308,-122.8507472
Matchbook,38.813759,-121.91455
Paratus,29.79891499999999,-95.5130279
Peter Mertes,39.9673566,-74.98576709999999
Quinta dos Murças,41.153031,-7.688176
Replica,37.0042577,-94.4428753
Domaine de l'Hermitage,46.310598,-71.061889
Dunham,36.7159388,-95.9332106
Tamarack Cellars,46.0913232,-118.2721807
Krutzler,47.1721151,16.4275882
Marita's Vineyard,38.3021519,-122.2498679
Pamplin,37.2286442,-80.4247814
Prieler,47.8546898,16.6304522
Rocca,40.5834418,-73.94084339999999
Buty,46.0872075,-118.2711772
Caldwell,37.09024,-95.712891
Charles Smith,47.546384,-122.317093
Château Paradis,43.6294266,5.479877699999999
Château Salettes,43.2100803,5.7198907
Domaine de Val d'Arenc,43.1694358,5.7939322
Fritsch,35.7523946,-79.1659097
Judith Beck,39.2667214,-94.9337568
Epoch Estate Wines,35.5448834,-120.8275156
Alain Brumont,43.5684425,-0.0252878
Alex Gambal,47.0224244,4.842102
Alves de Sousa,41.2325455,-7.7632065
Château La Nerthe,44.049627,4.858188
David Duband,47.1580952,4.8473177
Le Ragnaie,43.033771,11.4798102
Louis Jadot,43.0890613,-77.6070903
Masi,42.112627,-88.29597009999999
Freemark Abbey,38.5255567,-122.4963525
Georges Vigouroux,44.39002379999999,1.4905689
Foradori,29.7105021,-95.3962047
Joseph Phelps,38.5027308,-122.4283604
Mesa Del Sol,34.9867096,-106.6133638
Pine Ridge,43.27309,-102.7445233
Sandler,36.8422429,-76.1356421
Tolosa,35.23116,-120.624744
Villa Poggio Salvi,43.04704599999999,11.437514
Volker Eisele Family Estate,38.532564,-122.3261472
TerraNoble,31.8800271,-116.6842267
Terre de Trinci,42.9631578,12.6871869
Mosolo Gleni,46.150018,13.347323
Arbor Crest,47.6979279,-117.249928
Wolf Blass,38.2620016,-122.4370569
Domaines Barons de Rothschild (Lafite),44.8575907,-0.5661982
Fetzer,38.9906911,-123.0988077
Bock,45.7849627,-93.55690279999999
Carneros Creek,38.2213055,-122.3119182
Casale Triocco,43.5429273,11.1721741
Konrad,40.7224762,-73.9995814
Mana,38.9633525,-95.236086
Michel Torino,45.5278704,-73.62611919999999
Rubissow,38.22965,-122.3220894
Santa Julia,32.4886335,-117.0659582
Ronco Blanchis,45.948585,13.5469502
Planeta,40.7256464,-73.98054119999999
Sequana,47.1186868,-122.4549694
Small Vines,38.4144194,-122.89864
Bründlmayer,48.4735486,15.6646461
Château d'Aydie,43.5686384,-0.1188755
Château de Gaudou,44.483639,1.104329
Château des Jacques,30.459789,-91.0596236
Happy Canyon Vineyard,34.4206415,-119.6994278
Palari,22.6004482,79.4281914
Pascal Aufranc,46.2182033,4.6813745
Charles Krug,38.518744,-122.480955
Château Blaignan,45.319783,-0.858194
Domaine Bru-Baché,43.32607489999999,-0.579762
Morgante,40.4354604,-79.76888989999999
Santa Carolina,-21.6155556,35.3411111
Steven Kent,37.664289,-121.728086
Hauner,40.764036,-73.96802
Herdade do Esporão,38.3798061,-7.5603338
Jean León,40.7606163,-73.9674862
Bodegas Luzón,38.4457717,-1.3401596
Volver,39.94699079999999,-75.1658755
Cellars 33,37.740145,-122.4040475
Château de Chaintres,47.2249191,-0.0481402
Château la France,44.86273,-0.35468
Château Lalande Méric,44.7427222,-0.353178
Château Lauduc,44.8629671,-0.4599962
DFJ Vinhos,39.153059,-8.733476
Jidvei,46.2226645,24.1098947
Orion Wines,39.3239745,-77.3481006
Raventós de Alella,41.526171,2.250885
Sanguinhal,39.2571591,-9.1363718
Villa Cordevigo,45.525217,10.791224
Botromagno,37.6675865,-77.57112099999999
Bowman Cellars,38.4367294,-122.8687605
Quinta das Arcas,41.2010331,-8.454212
Quilceda Creek,47.9486161,-122.0787733
Château Margaux,45.04443,-0.6687565999999999
Château Palmer,45.0368413,-0.6694226
Pirouette,30.41126,-87.214193
Château Troplong Mondot,44.888576,-0.141231
Tenuta San Guido,42.3733395,-72.5021896
Tenuta dell'Ornellaia,40.75836,-73.978803
Château La Mission Haut-Brion,44.8151807,-0.6052022
Château Figeac,44.9128319,-0.1924052
Château Léoville Poyferré,45.1643345,-0.7409774
Tenuta Argentiera,43.1285786,10.565275
Château Haut-Brion,30.027321,-90.25139659999999
Château Lynch-Bages,45.1911565,-0.7547507
Groth,44.8574185,-93.27973659999999
Château Mouton Rothschild,40.7684892,-73.9589049
Château Trotanoy,44.929283,-0.208076
Château Beau-Séjour Bécot,44.8946889,-0.164573
Château Branaire-Ducru,45.144794,-0.7385039999999999
Château Canon,44.89281039999999,-0.1634136
Château Canon la Gaffelière,44.8811168,-0.1608434
Doyenne,43.0812136,-89.37429329999999
Hanzell,38.3133424,-122.4624163
Billsboro,42.7985969,-76.9793159
C'est Bon,35.44187280000001,-97.42423559999999
Château Balac,45.1704112,-0.8333461
Château des Annereaux,44.9598269,-0.2265616
Château Frank,42.471118,-77.181035
Château Haut-Bergey,44.726613,-0.6103839999999999
Château Larrivet Haut-Brion,44.7308584,-0.585568
Château le Sartre,44.706117,-0.617952
Château Mancèdre,44.7099681,-0.6100376
Clos Beauregard,44.9156492,-0.2035314
Dark Horse,39.999115,-105.2551923
Domaine Anderson,39.0586064,-123.430396
Dowsett Family,46.0889164,-118.2752221
Feudo Antico,42.343749,14.3202596
Gamache,45.104662,-73.3059066
Paumanok,40.948755,-72.60284899999999
Browne Family Vineyards,46.06745,-118.33847
Castillo De Feliciana,45.9989437,-118.3672351
Château Amour,29.7263272,-95.60638829999999
Château de Cruzeau,44.69928059999999,-0.5331836
Château de Paillet-Quancard,44.6795437,-0.3633431
Château de Rochemorin,44.7201966,-0.5621427
Gabriel Meffre,44.1696208,5.0028488
Alta Vista,36.1337243,-95.8902383
Aymara,32.5435357,-117.0100658
Paul Buisse,47.3445432,1.1945764
Saget la Perrière,47.268119,2.980572
The Williamsburg Winery,37.23206,-76.71843
Gruet,35.1790503,-106.5815774
Jean-Max Roger,47.3097565,2.7931675
Magnum Vinhos,40.442008,-7.976523999999999
Blue Valley,38.8577517,-94.6757823
Gnarly Head,37.8550135,-121.2193385
Ca' Momi,38.2985062,-122.2866085
Domaine de Reuilly,47.0801536,2.0427297
Enoport,39.342343,-8.937581999999999
Tie-Dye,39.7644872,-86.3797676
Il Chiosso,45.62105010000001,8.3694144
